winner,pass_stat_f1,pass_stat_f2,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2
Cain Velasquez,1,0,123,46,1,1,2,0
Daniel Cormier,0,0,74,17,0,0,3,0
Gilbert Melendez,0,1,96,42,0,2,1,1
Gabriel Gonzaga,0,0,8,2,0,0,0,0
John Dodson,0,0,28,10,0,0,0,0
Tim Boetsch,0,4,41,57,3,0,0,3
Hector Lombard,0,0,10,4,0,0,0,0
Sarah Kaufman,0,0,87,65,0,0,0,0
KJ Noons,0,0,56,50,0,0,0,1
Adlan Amagov,0,0,15,4,0,0,0,0
Tony Ferguson,0,0,5,4,1,0,0,0
Andre Fili,0,0,55,23,0,0,1,1
Kyoji Horiguchi,3,1,30,9,0,1,1,1
Georges St-Pierre,0,0,101,85,1,0,3,2
Rashad Evans,3,0,20,3,0,0,1,0
Robbie Lawler,2,2,44,37,0,1,0,4
Tyron Woodley,0,0,22,5,0,0,0,0
Ali Bagautinov,0,0,43,48,0,1,1,2
Donald Cerrone,2,0,32,24,1,0,1,0
Thales Leites,13,0,20,14,0,0,3,0
Rick Story,2,0,71,42,0,0,2,0
Erik Perez,5,0,50,18,0,0,7,0
Jason High,11,1,5,8,4,0,4,0
Sergio Pettis,5,2,81,41,3,0,2,4
Gian Villante,1,0,43,51,0,0,1,0
Vitor Belfort,0,0,12,1,0,0,0,0
Cezar Ferreira,5,0,15,21,0,0,3,0
Rafael Feijao,0,0,16,9,0,0,0,0
Brandon Thatch,0,0,12,5,0,0,0,1
Ryan LaFlare,7,0,75,25,0,0,5,0
Jeremy Stephens,0,0,3,1,0,0,0,0
Sam Sicilia,1,0,11,3,0,0,1,0
Omari Akhmedov,1,2,14,18,1,0,1,1
Thiago Tavares,2,1,7,4,1,0,1,0
Adriano Martins,3,0,16,8,1,0,1,0
Dustin Ortiz,7,1,55,43,0,2,4,2
Nate Diaz,0,0,33,5,0,0,0,1
Julianna Pena,4,0,33,4,0,0,2,0
Chris Holdsworth,2,0,15,18,1,0,1,0
Jessamyn Duke,0,1,123,34,3,0,1,0
Raquel Pennington,2,0,80,42,1,0,1,0
Akira Corassani,0,0,1,5,0,0,0,1
Tom Niinimaki,5,2,17,15,0,4,4,2
Jared Rosholt,0,0,33,18,0,0,1,0
Sean Spencer,0,0,105,61,0,0,0,0
Joshua Sampo,7,2,28,18,5,1,2,0
Mark Hunt,1,3,103,97,0,0,2,0
Mauricio Rua,0,0,9,1,0,0,0,0
Ryan Bader,10,0,70,9,0,0,3,0
Soa Palelei,2,0,12,1,0,0,1,0
Clint Hester,3,2,27,13,0,0,1,2
Bethe Correia,0,0,65,54,0,0,1,0
Takeya Mizugaki,0,0,152,100,0,0,3,0
Caio Magalhaes,1,3,32,30,0,1,0,3
Justin Scoggins,5,0,27,2,0,0,2,0
Krzysztof Jotko,1,4,17,12,0,1,1,1
Alex Garcia,0,0,9,1,0,0,0,0
Demetrious Johnson,0,0,7,4,0,0,0,0
Urijah Faber,0,0,29,9,1,0,1,0
Chad Mendes,1,0,35,40,1,0,7,0
Joe Lauzon,9,0,43,52,2,0,3,0
Ryan LaFlare,1,1,68,54,1,2,4,4
Edson Barboza,1,3,43,55,1,1,0,1
Bobby Green,0,0,80,59,0,0,3,2
Zach Makovsky,3,2,26,31,1,1,6,1
Sam Stout,0,1,54,31,1,0,1,1
Abel Trujillo,2,0,43,9,0,0,5,0
Alptekin Ozkilic,0,0,27,33,0,0,3,2
Chris Weidman,0,0,20,8,1,0,1,0
Ronda Rousey,3,0,40,24,3,0,6,1
Travis Browne,0,0,12,5,0,0,0,0
Jim Miller,0,0,6,11,1,0,1,0
Dustin Poirier,0,0,44,16,0,0,0,1
Uriah Hall,0,0,20,11,0,0,0,0
Michael Johnson,0,0,22,12,0,0,0,0
Dennis Siver,2,3,54,14,0,0,2,3
John Howard,6,0,47,44,0,0,3,1
William Patolino,0,0,133,61,0,0,3,0
Robert Peralta,2,2,34,32,0,0,2,1
Dong Hyun Kim,1,0,27,27,0,0,1,1
Zhang Lipeng,4,2,10,31,2,0,4,0
Matt Mitrione,0,0,24,15,0,0,0,0
Hatsu Hioki,9,0,29,27,2,1,4,0
Yui Chul Nam,3,2,77,31,0,0,1,3
Vaughan Lee,0,0,142,24,0,0,0,0
An Ying Wang,0,0,13,5,0,0,0,0
Mark Eddiva,0,0,49,12,0,2,4,1
Renan Barao,0,0,17,8,0,0,0,0
Jose Aldo,4,0,62,41,2,0,2,1
Alistair Overeem,1,1,62,3,0,1,0,1
Ali Bagautinov,3,0,49,27,1,2,6,0
Abel Trujillo,0,1,18,36,0,1,0,0
Alan Patrick,0,0,40,61,0,0,2,0
Chris Cariaso,0,0,73,33,0,0,0,5
Nick Catone,3,0,31,50,0,0,5,0
Al Iaquinta,0,1,49,39,1,2,0,1
Clint Hester,2,0,72,69,0,0,2,0
Lyoto Machida,2,0,28,36,0,0,1,0
Jacare Souza,3,0,16,19,3,0,2,0
Ronda Rousey,0,0,14,13,0,0,0,0
Daniel Cormier,0,0,18,8,0,0,0,0
Rashid Magomedov,2,3,46,18,1,1,0,1
Neil Magny,2,1,71,34,0,0,1,2
Erick Silva,0,0,18,0,0,0,0,0
Nico Musoke,1,1,45,24,0,0,2,1
Charles Oliveira,3,0,23,21,2,0,3,1
Joe Proctor,0,1,67,26,1,1,0,1
Rory MacDonald,0,1,75,51,0,0,0,2
Mike Pyle,5,0,56,38,1,1,4,0
Stephen Thompson,0,0,38,19,0,0,0,0
Alexis Davis,2,0,53,47,0,0,2,0
Raphael Assuncao,1,0,100,33,0,1,3,0
Rodrigo Damm,0,0,68,63,1,1,1,0
Francisco Trinaldo,0,0,55,53,0,0,1,0
Iuri Alcantara,4,2,42,23,0,0,2,3
Felipe Arantes,0,1,39,44,1,0,1,3
Ildemar Alcantara,6,0,50,32,0,0,4,1
Aljamain Sterling,2,0,46,18,3,1,3,4
Zach Makovsky,3,1,34,19,0,0,5,0
Erik Koch,0,0,19,1,0,0,0,0
Ernest Chavez,5,0,28,26,0,0,2,0
Zubaira Tukhugov,0,0,35,27,0,0,3,0
Alexander Gustafsson,1,0,21,13,0,0,1,0
Michael Johnson,0,0,48,22,0,0,1,0
Brad Pickett,4,0,49,47,1,0,4,0
Gunnar Nelson,3,0,16,6,1,0,1,0
Ilir Latifi,1,0,0,0,2,0,1,0
Luke Barnatt,0,0,45,25,0,0,0,0
Claudio Silva,5,0,36,41,0,0,3,0
Igor Araujo,4,1,12,18,1,5,0,0
Phil Harris,0,0,3,2,0,1,0,0
Dan Henderson,0,2,23,48,0,0,0,1
CB Dollaway,0,0,12,3,0,0,0,0
Leonardo Santos,0,0,26,37,0,0,0,0
Johny Hendricks,0,0,158,150,0,0,2,0
Fabio Maldonado,0,3,132,33,0,0,0,3
Michel Prazeres,9,0,35,26,0,0,3,0
Tyron Woodley,0,0,14,13,0,1,3,0
Myles Jury,0,0,46,25,0,2,3,0
Rony Jason,0,0,3,11,0,0,0,0
Thiago Santos,0,0,7,0,0,0,0,0
Jussier Formiga,1,0,9,6,1,0,1,0
Hector Lombard,2,0,27,4,0,1,5,0
Ovince Saint Preux,1,0,1,1,1,0,1,0
Kelvin Gastelum,3,1,59,45,0,0,1,0
Kenny Robertson,2,0,9,0,1,0,1,1
Hans Stringer,1,0,44,36,0,0,1,3
Godofredo Pepey,0,0,5,11,0,0,0,0
Tim Kennedy,11,0,51,40,0,0,5,0
Patrick Cote,2,0,33,50,0,0,3,0
Jessica Andrade,3,0,66,82,0,2,3,2
Dennis Bermudez,2,1,55,34,1,0,6,0
Alex Garcia,3,0,61,58,0,0,8,0
Francisco Trevino,0,3,47,14,0,0,2,5
Elias Theodorou,3,1,73,13,0,0,3,2
Chad Laprise,0,0,71,45,0,0,0,2
Dustin Poirier,0,0,45,24,1,0,0,0
KJ Noons,0,0,7,5,0,0,0,0
Justin Scoggins,13,0,61,4,0,1,6,0
Sean Strickland,3,0,20,4,1,0,1,1
Rob Whiteford,4,1,26,24,0,3,5,1
Sarah Kaufman,1,0,202,79,0,0,1,0
Ryan Jimmo,0,0,20,15,0,0,1,0
George Roop,2,2,53,7,0,0,2,3
Mark Bocek,1,0,70,57,0,0,3,1
Nordine Taleb,3,0,48,4,0,0,4,0
Richard Walsh,2,0,71,12,0,2,5,0
Mitch Gagnon,0,1,47,15,5,0,2,0
Fabricio Werdum,3,0,121,60,0,0,2,0
Miesha Tate,3,1,27,18,2,0,1,5
Donald Cerrone,1,0,11,28,2,0,0,0
Yoel Romero,4,0,31,21,0,0,7,0
Khabib Nurmagomedov,6,0,36,20,0,0,6,0
Thiago Alves,0,0,116,90,0,0,0,0
Jorge Masvidal,2,0,69,32,0,0,1,2
Alex White,0,0,20,10,0,0,0,0
Caio Magalhaes,0,0,16,3,0,0,0,0
Jordan Mein,3,1,46,21,0,1,4,0
Dustin Ortiz,1,1,46,12,0,2,2,5
Mirsad Bektic,3,1,27,19,0,0,2,0
Derrick Lewis,2,1,22,5,0,0,1,1
Roy Nelson,0,0,19,12,0,0,0,0
Clay Guida,1,0,47,19,0,1,3,1
Ryan LaFlare,6,1,64,35,0,0,4,1
Ramsey Nijem,4,0,34,9,1,0,1,0
Jared Rosholt,8,0,34,10,0,0,3,0
Thales Leites,0,0,5,3,0,0,0,0
Jim Alers,0,1,36,58,0,0,2,1
Rani Yahya,0,0,3,4,0,0,0,0
Jon Jones,0,0,138,53,2,0,3,0
Anthony Johnson,0,0,45,21,0,0,0,0
Luke Rockhold,0,0,4,1,2,0,0,0
Jim Miller,0,0,5,9,1,0,0,0
Max Holloway,0,0,47,44,2,0,0,3
Joseph Benavidez,3,0,9,16,1,0,0,3
Takanori Gomi,2,0,130,107,0,0,0,1
Bethe Correia,1,0,91,54,0,0,0,1
Danny Castillo,1,2,16,13,0,0,0,2
Chris Beal,0,1,19,14,0,0,0,2
Matt Brown,2,1,118,25,4,1,5,0
Costas Philippou,0,0,15,16,0,0,0,0
Daron Cruickshank,0,0,24,6,0,0,0,0
Neil Magny,4,0,29,30,0,1,4,3
Soa Palelei,3,0,5,0,0,2,1,0
Chris Cariaso,1,1,64,42,4,0,2,1
Ed Herman,0,0,51,35,0,0,1,1
Kyoji Horiguchi,0,0,65,26,0,2,2,1
Zak Cummings,3,4,28,23,1,2,3,1
Johnny Eduardo,0,0,11,6,0,0,0,0
Nik Lentz,1,0,52,28,0,1,4,1
Justin Salas,0,0,20,4,0,0,0,0
Albert Tumenov,0,0,6,2,0,0,0,0
TJ Dillashaw,2,0,140,64,2,0,0,0
Daniel Cormier,11,0,50,6,2,0,3,0
Robbie Lawler,0,0,68,29,0,0,0,2
Takeya Mizugaki,3,0,35,41,0,1,0,3
James Krause,1,1,22,7,0,0,0,1
Michael Chiesa,3,0,19,13,0,1,2,0
Tony Ferguson,1,0,38,22,1,0,1,0
Chris Holdsworth,13,0,26,25,2,0,4,0
Mitch Clarke,0,6,8,13,1,2,0,1
Vinc Pichel,8,0,57,24,0,0,8,0
Sam Sicilia,7,1,37,18,1,1,5,0
Jingliang Li,3,2,61,41,0,2,2,3
Stipe Miocic,0,0,8,2,0,0,0,0
Antonio Carlos Junior,6,0,19,21,1,0,5,0
Warlley Alves,3,0,19,8,1,0,2,0
Gegard Mousasi,3,0,18,3,2,0,0,0
Demian Maia,5,1,29,22,0,0,2,1
Robert Peralta,0,1,51,30,0,1,1,2
Rashid Magomedov,0,0,63,37,0,0,0,0
CB Dollaway,7,0,44,29,0,1,3,1
Sean Strickland,0,0,48,44,0,0,1,0
Niklas Backstrom,0,2,5,7,2,0,0,2
Nick Hein,2,1,50,49,0,0,2,0
Elias Silverio,1,0,65,54,1,0,1,0
Gasan Umalatov,1,0,24,42,0,0,1,1
Kevin Souza,0,0,79,54,0,0,0,0
Magnus Cedenblad,4,3,17,15,1,0,3,0
Iuri Alcantara,0,0,5,4,0,0,0,0
Peter Sobotta,5,0,47,21,0,0,3,0
Maximo Blanco,1,2,60,44,0,0,1,1
Ricardo Abreu,3,0,33,17,1,0,0,0
Marcos Rogerio de Lima,0,0,7,3,0,0,0,0
Pedro Munhoz,0,0,24,7,1,0,2,0
Benson Henderson,3,0,26,18,2,0,1,6
Diego Sanchez,0,0,33,51,0,0,0,1
Ruslan Magomedov,0,1,47,26,0,0,0,1
John Dodson,0,0,27,8,0,0,1,0
Rafael Dos Anjos,2,0,36,24,3,0,2,3
Piotr Hallmann,4,0,56,27,1,0,4,1
Bryan Caraway,4,0,7,10,2,0,2,1
Sergio Pettis,0,0,54,43,0,0,0,1
Lance Benoist,6,0,56,37,0,0,2,0
Scott Jorgensen,7,0,40,47,0,0,10,0
Jon Tuck,9,0,46,49,0,0,3,0
Patrick Cummins,0,0,32,3,1,0,3,0
Demetrious Johnson,0,0,133,36,0,0,0,2
Rory MacDonald,1,0,49,26,0,0,1,0
Ryan Bader,2,0,53,10,0,0,7,0
Andrei Arlovski,0,0,12,30,0,0,0,1
Ovince Saint Preux,3,0,14,15,1,0,2,0
Kiichi Kunimoto,3,0,5,3,1,1,1,0
Valerie Letourneau,0,0,104,67,0,0,0,0
Yves Jabouin,2,3,60,42,0,0,5,0
Tae Hyun Bang,2,3,34,29,0,0,0,4
Michinori Tanaka,4,3,21,2,1,0,3,1
Jason Saggo,9,0,10,6,0,1,2,0
Nate Marquardt,2,0,17,6,1,0,2,0
Jared Rosholt,2,1,43,11,0,0,1,0
Charles Oliveira,0,6,24,11,2,0,3,3
Robert Whittaker,1,0,66,47,0,0,1,0
Jake Matthews,4,0,60,11,1,1,4,0
Richie Vaculik,7,1,27,36,2,0,4,1
Vik Grujic,2,0,15,14,0,0,1,1
Neil Magny,0,3,30,5,0,2,2,1
Dan Hooker,0,0,12,1,0,3,0,0
Gian Villante,0,0,93,109,0,2,0,0
Chris Weidman,2,0,65,58,0,0,5,0
Ronda Rousey,1,0,14,2,0,0,1,0
Uriah Hall,0,0,42,44,1,0,1,0
Russell Doane,2,0,24,27,0,0,3,2
Urijah Faber,1,0,20,20,1,0,5,0
Kenny Robertson,3,0,70,22,2,0,3,1
Bruno Santos,7,0,25,42,0,1,4,0
Rob Font,0,0,12,10,0,0,0,0
Luke Zachrich,0,0,66,49,0,0,1,0
Kevin Casey,1,0,15,2,0,0,0,0
Cub Swanson,0,0,87,65,0,0,0,2
Kelvin Gastelum,0,1,67,36,0,0,0,2
Cezar Ferreira,1,0,20,16,0,0,2,0
Ricardo Lamas,2,0,33,31,1,0,2,2
Clint Hester,0,7,40,16,0,0,1,3
Donald Cerrone,0,0,37,30,0,0,0,1
Edson Barboza,0,0,10,10,0,0,0,0
Joe Ellenberger,1,1,22,35,2,0,3,0
Diego Ferreira,1,0,7,2,1,0,1,0
Cody Gibson,0,0,3,7,0,0,0,0
Rick Story,8,0,24,11,1,0,3,0
Joe Proctor,0,0,25,35,0,0,0,0
John Lineker,0,1,133,88,0,0,2,1
Lucas Martins,0,0,53,42,0,0,0,0
Frankie Edgar,3,0,90,13,0,0,3,0
Corey Anderson,0,0,24,2,0,0,2,0
Marcelo Guimaraes,0,0,78,42,0,0,3,0
Ray Borg,2,0,2,0,2,0,1,0
Aleksei Oleinik,1,0,10,6,1,0,1,0
Gleison Tibau,2,0,44,54,0,0,4,0
Leslie Smith,0,0,36,16,0,0,0,0
Aljamain Sterling,5,0,62,15,0,0,4,0
Eddie Gordon,0,0,22,5,0,0,0,0
Derrick Lewis,0,0,6,6,0,0,1,0
Dustin Ortiz,3,1,39,24,0,3,2,5
Yosdenis Cedeno,1,0,13,2,0,0,0,0
Claudia Gadelha,5,0,70,29,2,0,5,0
Kevin Lee,3,0,49,48,0,1,4,1
Leandro Issa,5,0,44,33,3,0,2,0
Adriano Martins,0,0,9,13,0,0,0,0
Patrick Walsh,7,2,11,24,3,2,5,0
Sarah Moras,0,7,15,12,0,0,1,3
Robert Drysdale,1,0,0,0,3,0,1,0
Robbie Lawler,2,0,80,82,0,0,2,2
Anthony Johnson,0,0,8,0,0,0,0,0
Dennis Bermudez,2,0,47,28,1,0,2,0
Bobby Green,0,0,59,45,0,0,0,0
Jorge Masvidal,2,1,51,19,2,1,2,2
Patrick Cummins,8,0,73,22,0,0,10,0
Tim Means,0,0,85,61,0,0,1,0
Mike de la Torre,0,1,6,3,0,2,0,1
Tiago Trator,0,1,62,30,0,0,0,2
Gilbert Burns,2,0,44,41,0,0,2,0
Joanna Jedrzejczyk,0,1,46,18,0,0,0,1
Noad Lahat,2,2,26,35,2,0,4,0
Rafael Dos Anjos,0,0,18,10,0,0,0,0
Jordan Mein,0,0,10,2,0,0,0,0
Thales Leites,0,0,18,18,0,0,0,0
Michael Bisping,0,0,92,38,0,0,0,0
Max Holloway,4,0,124,70,0,0,0,1
James Vick,0,1,77,91,0,0,0,4
Chas Skelly,4,0,2,1,1,1,1,0
Tyron Woodley,0,0,13,2,0,0,0,0
Zhang Lipeng,3,1,19,15,1,0,2,0
Ning Guangyou,3,1,31,21,1,0,2,1
Ryan Bader,5,1,24,24,1,0,9,2
Ross Pearson,0,0,26,15,0,0,0,2
Neil Magny,2,2,39,5,0,0,3,3
Beneil Dariush,2,1,26,34,1,0,2,1
Matt Hobar,6,0,63,38,0,0,6,0
Sai Wang,0,0,64,58,0,1,0,0
Alberto Mina,1,1,34,31,0,0,0,1
Ulka Sasaki,1,0,5,1,1,0,0,0
Tim Boetsch,0,0,14,24,0,0,1,0
Alan Jouban,0,0,25,25,0,0,0,1
Shawn Jordan,4,0,32,20,0,0,3,0
Ben Saunders,0,1,4,4,2,0,0,1
Wilson Reis,9,1,22,20,1,0,9,0
Colby Covington,8,0,11,0,0,0,2,0
Royston Wee,4,0,18,27,0,0,3,0
Milana Dudieva,2,1,11,25,0,0,2,0
Thiago Tavares,2,0,18,0,1,0,2,0
Jussier Formiga,3,1,11,25,0,0,2,1
Sara McMann,3,0,38,48,0,0,5,0
Tom Watson,0,0,85,82,0,0,0,0
Frankie Saenz,2,0,67,25,0,0,5,0
Mark Hunt,0,1,32,20,0,0,0,1
Myles Jury,0,0,10,1,0,0,0,0
Yoshihiro Akiyama,3,0,57,42,0,0,2,0
Miesha Tate,0,2,55,16,0,0,1,3
Kiichi Kunimoto,1,0,36,59,0,0,1,0
Kyoji Horiguchi,1,0,31,13,0,0,0,0
Masanori Kanehara,1,0,32,24,2,0,2,0
Katsunori Kikuno,0,0,32,36,1,0,1,0
Hyun Gyu Lim,0,0,10,1,0,0,0,0
Kyung Ho Kang,10,4,21,22,2,0,0,3
Johnny Case,0,1,13,12,0,0,0,1
Maximo Blanco,1,0,132,99,0,0,3,0
Conor McGregor,1,0,18,9,0,1,1,0
Gunnar Nelson,1,0,13,18,1,0,1,0
Ian McCall,4,0,56,22,0,0,3,0
Norman Parke,2,0,34,8,0,0,2,0
Ilir Latifi,0,0,16,1,0,0,1,0
Neil Seery,1,0,60,40,0,0,2,2
Cathal Pendred,1,3,11,38,1,2,3,1
Trevor Smith,6,2,42,26,2,0,2,1
Nikita Krylov,2,2,42,21,0,2,0,1
Paddy Holohan,2,0,10,3,1,1,0,0
Rick Story,0,0,168,53,0,0,1,1
Max Holloway,0,0,31,11,0,0,0,0
Jan Blachowicz,0,0,13,2,0,0,0,0
Mike Wilkinson,0,0,6,7,0,0,0,0
Magnus Cedenblad,1,0,23,42,0,0,3,0
Nico Musoke,0,0,70,44,0,0,0,0
Dennis Siver,15,1,33,22,1,1,3,2
Cathal Pendred,1,0,55,38,0,0,1,0
Krzysztof Jotko,0,0,74,15,0,0,1,0
Mairbek Taisumov,0,0,9,3,0,0,0,0
Zubaira Tukhugov,0,0,40,12,0,0,0,0
Rory MacDonald,0,0,47,42,0,0,1,0
Raphael Assuncao,0,0,75,39,0,0,2,2
Chad Laprise,5,0,35,17,0,0,4,0
Elias Theodorou,2,2,43,16,0,0,3,4
Nordine Taleb,0,0,66,43,0,0,2,2
Mitch Gagnon,1,0,5,3,1,0,1,0
Daron Cruickshank,1,0,42,40,0,0,6,0
Olivier Aubin-Mercier,4,1,31,24,1,0,2,1
Paul Felder,1,7,51,29,0,0,1,6
Chris Kelades,5,4,50,26,1,0,2,3
Albert Tumenov,0,0,4,0,0,0,0,0
Pedro Munhoz,0,0,2,1,1,0,0,0
Demetrious Johnson,4,0,27,6,2,0,1,0
Donald Cerrone,1,0,88,48,0,0,0,0
Conor McGregor,0,0,9,10,0,0,0,0
Yoel Romero,1,0,39,30,0,1,3,0
Cat Zingano,5,1,40,22,3,0,3,1
Dominick Cruz,1,0,26,2,0,0,2,0
Jorge Masvidal,2,0,69,58,0,0,2,0
Stephen Thompson,0,0,64,53,0,0,0,0
Brian Ebersole,2,2,49,42,0,0,1,2
Kevin Lee,3,0,74,30,0,2,4,0
Manvel Gamburyan,0,3,11,49,1,0,2,1
Jose Aldo,2,0,102,77,0,0,0,1
Phil Davis,4,0,49,9,0,0,9,0
Fabio Maldonado,0,1,28,33,0,0,0,3
Darren Elkins,0,0,47,26,0,1,1,0
Beneil Dariush,2,0,32,21,0,0,3,0
Neil Magny,4,0,65,24,0,0,2,0
Yan Cabral,3,1,11,5,1,0,2,1
Wilson Reis,2,0,13,6,1,0,1,0
Andre Fili,4,3,42,29,1,1,5,3
Gilbert Burns,3,0,7,4,2,0,1,0
Anthony Rocco Martin,2,0,1,1,3,0,1,0
Luke Rockhold,1,0,20,16,1,0,0,0
Al Iaquinta,0,0,31,20,0,0,0,0
Robert Whittaker,2,0,49,28,0,0,1,0
Soa Palelei,2,0,24,22,0,0,1,0
Jake Matthews,0,0,26,14,1,0,1,0
Fabricio Werdum,0,1,21,10,0,0,0,1
Kelvin Gastelum,1,0,16,10,1,0,1,1
Anthony Perosh,5,0,11,1,1,0,1,0
Sam Alvey,1,2,6,4,0,0,0,2
Louis Smolka,2,2,67,74,0,1,1,2
Chris Clements,0,1,25,7,0,0,0,1
Daniel Kelly,2,0,25,23,1,0,1,0
Ricardo Lamas,1,0,14,8,1,0,0,0
Augusto Montano,0,2,30,8,0,0,0,1
Hector Urbina,1,1,4,12,2,0,0,2
Yair Rodriguez,3,0,34,33,5,0,2,0
Marcus Brimage,0,0,5,6,0,0,0,0
Alejandro Perez,1,3,38,38,1,2,1,3
Jessica Eye,0,0,80,28,0,0,0,0
Gabriel Benitez,0,1,23,18,5,0,0,1
Henry Briones,1,1,32,35,1,0,0,1
Marco Beltran,2,7,31,25,0,2,1,1
Ovince Saint Preux,0,0,9,2,0,0,0,0
Warlley Alves,1,0,47,79,1,0,1,0
Claudio Silva,8,1,34,33,1,0,3,0
Dhiego Lima,9,0,70,23,4,0,6,0
Juliana Lima,0,0,21,23,0,2,1,0
Diego Rivas,6,6,15,17,0,0,2,2
Caio Magalhaes,0,0,9,2,0,0,0,0
Leandro Silva,2,1,4,4,1,0,1,3
Thomas Almeida,0,1,120,67,0,0,0,2
Colby Covington,6,0,23,16,1,0,5,0
Frankie Edgar,16,0,93,31,2,0,7,0
Edson Barboza,0,0,54,50,0,0,0,0
Chico Camus,0,1,71,53,0,0,1,2
Aleksei Oleinik,0,0,13,19,0,0,0,0
Joseph Benavidez,2,0,94,37,0,0,2,2
Matt Wiman,3,0,68,80,0,0,0,0
Ruslan Magomedov,0,0,63,20,0,0,1,0
Roger Narvaez,2,0,48,34,2,0,0,0
James Vick,0,1,40,25,0,0,0,0
Akbarh Arreola,3,0,12,5,1,0,1,0
Paige VanZant,0,4,61,28,3,0,3,5
Dooho Choi,0,0,10,0,0,0,0,0
Carla Esparza,6,0,42,28,1,0,5,1
Charles Oliveira,4,0,43,48,3,0,2,0
KJ Noons,0,0,18,23,0,0,0,2
Yancy Medeiros,0,0,25,15,1,0,0,0
Jessica Penne,8,2,39,55,0,0,4,1
Felice Herrig,8,0,8,4,3,1,1,2
Heather Jo Clark,4,0,56,69,1,0,1,0
Joanne Calderwood,3,0,109,58,0,0,2,0
Tecia Torres,1,0,96,37,0,0,1,0
Aisling Daly,4,1,16,12,1,0,1,1
Angela Hill,0,0,107,41,0,0,0,2
Robbie Lawler,0,1,116,111,0,1,0,5
Anthony Pettis,1,0,30,27,1,0,0,1
Travis Browne,5,0,25,5,0,0,1,1
Todd Duffee,0,0,8,2,0,0,0,0
Tony Ferguson,1,0,20,15,1,0,1,2
Urijah Faber,0,0,19,15,1,0,0,0
Josh Samman,0,1,11,8,0,0,1,2
Corey Anderson,3,0,45,28,0,1,7,0
Raquel Pennington,0,1,5,11,1,0,1,1
Sergio Pettis,0,2,78,36,2,0,0,2
Clay Collard,0,1,60,58,2,1,3,1
Junior Dos Santos,0,0,123,89,0,0,1,1
Rafael Dos Anjos,5,0,77,13,0,0,2,0
Alistair Overeem,0,0,17,2,0,0,1,0
Matt Mitrione,0,0,12,6,0,0,0,0
Joanna Jedrzejczyk,0,2,38,27,0,1,0,7
John Moraga,3,1,56,22,1,1,1,0
Ben Saunders,0,0,4,2,0,0,0,1
Drew Dober,2,0,5,4,1,0,0,0
Bryan Barberena,0,0,63,24,0,0,0,3
David Michaud,4,0,77,75,0,0,4,0
Henry Cejudo,0,0,72,25,0,0,0,0
Ian Entwistle,0,0,0,4,3,0,0,1
Anderson Silva,0,0,108,77,0,0,0,0
Tyron Woodley,0,0,27,32,0,0,0,0
Al Iaquinta,0,0,59,32,0,0,1,0
Anthony Johnson,0,0,30,10,0,0,0,0
Conor McGregor,1,0,64,32,0,0,0,0
Thales Leites,4,1,20,26,2,0,1,0
Thiago Alves,0,0,23,37,0,0,0,0
Gegard Mousasi,0,0,4,4,0,0,0,0
Ryan Bader,0,0,26,35,0,0,1,0
Sam Sicilia,0,0,10,10,0,0,0,0
Donald Cerrone,1,0,57,86,0,0,1,0
Uriah Hall,0,0,27,10,0,0,0,0
Gleison Tibau,0,0,38,43,0,0,2,0
Miesha Tate,4,4,23,34,2,0,0,1
Derek Brunson,0,0,11,0,0,0,0,0
John Lineker,0,1,38,40,3,0,0,1
Jon Jones,0,0,92,58,0,0,3,1
Donald Cerrone,2,0,37,15,2,0,1,1
Benson Henderson,5,0,57,44,1,0,3,2
Max Holloway,0,0,57,31,0,0,1,0
Albert Tumenov,0,0,87,65,0,0,0,0
Kenny Robertson,0,0,14,8,0,0,0,0
Makwan Amirkhani,0,0,6,0,0,0,0,0
Nikita Krylov,0,0,13,4,1,0,0,0
Cathal Pendred,3,0,49,52,0,0,4,0
Lorenz Larkin,0,0,29,10,0,0,0,0
Chris Wade,3,0,47,28,0,0,4,0
Paddy Holohan,7,0,42,22,2,0,3,0
Rafael Natal,1,0,67,29,0,0,8,0
Ildemar Alcantara,1,0,21,15,0,0,0,0
Thiago Santos,0,0,20,1,0,0,0,0
Brad Tavares,0,0,50,30,0,0,1,0
Kyoji Horiguchi,0,0,44,23,0,2,1,0
Hector Lombard,2,0,53,42,0,0,2,0
Paul Felder,0,0,33,21,0,0,0,0
Neil Magny,2,1,76,10,1,0,3,1
Daniel Kelly,0,1,61,50,0,0,0,1
Kevin Lee,3,1,62,33,3,0,4,3
Ray Borg,6,1,19,4,4,0,5,0
Efrain Escudero,0,3,94,24,0,0,2,3
Mairbek Taisumov,0,0,37,9,0,0,2,0
Mirsad Bektic,13,0,34,2,0,0,2,0
Viktor Pesta,4,0,35,17,0,0,4,0
Neil Seery,1,3,56,39,4,0,1,2
Johnny Case,6,0,59,16,0,1,4,1
Charles Rosa,10,0,37,69,4,0,5,3
Sean O'Connell,0,0,66,100,0,0,0,0
Joby Sanchez,4,0,58,55,1,0,2,0
Cody Garbrandt,0,0,49,43,0,0,1,0
Shawn Jordan,0,0,12,10,0,0,0,0
Evan Dunham,0,0,152,47,0,0,1,0
Omari Akhmedov,0,1,64,33,0,3,5,5
Marion Reneau,0,0,85,28,0,0,0,0
